OrderID,Date,Customer,Category,Product,Sales,Quantity
3334,19/05/2024,Customer_153,Books,Textbook,606,2.0
3097,2023-02-03,Customer_2,Clothing,T-shirt,1532,4.0
1708,2023-04-24,Customer_8,Clothing,Jacket,4320,3.0
2722,2024-04-20,Customer_300,Groceries,Oil,4985,5.0
2970,01/02/2023,,Groceries,Rice,20,1.0
3354,29/03/2024,Customer_235,Clothing,T-shirt,852,2.0
2725,2023-07-19,Customer_369,Toys,Lego Set,5344,4.0
2578,2023-04-27,Customer_238,Furniture,Table,4116,3.0
2716,2024-10-27,Customer_143,Groceries,Oil,1320,5.0
1220,2024-05-24,Customer_96,Toys,,5748,4.0
1807,2024-11-05,Customer_90,Furniture,Bed,1645,5.0
1793,2024-03-03,Customer_285,Clothing,Jeans,3028,4.0
2169,2023-07-24,,Toys,,1524,3.0
3082,2023-07-18,Customer_100,Electronics,Laptop,4740,4.0
2239,2024-10-27,Customer_27,Books,Comic,1075,1.0
1931,12/04/2023,Customer_322,Books,Comic,160,2.0
1397,2024-10-17,Customer_360,Toys,Board Game,752,4.0
3284,2024-04-23,Customer_263,Toys,Puzzle,873,3.0
1893,2024-03-13,Customer_204,Electronics,Headphones,2972,2.0
3369,"Aug 30, 2023",Customer_9,Electronics,Laptop,1914,3.0
1512,2024-11-18,Customer_121,Books,Textbook,₹46,1.0
3018,28/02/2024,Customer_85,Furniture,Bed,2606,2.0
2045,2024-10-29,Customer_279,Books,Comic,6430,5.0
2178,24/08/2024,Customer_262,Books,Cookbook,"₹2,102",2.0
2579,2024-12-04,Customer_251,Clothing,Shoes,4315,5.0
1090,22/07/2024,Customer_124,Groceries,Rice,4080,4.0
1375,2024-11-23,Customer_75,Clothing,Jeans,"₹1,578",3.0
1018,"Apr 19, 2023",Customer_391,Beauty,Sunscreen,2118,2.0
2946,2023-06-01,Customer_41,Electronics,Smartwatch,2916,3.0
2492,2024-11-26,Customer_341,Groceries,Rice,1042,1.0
3038,"Apr 09, 2023",Customer_275,Furniture,Bed,840,3.0
1457,2024-02-12,,Beauty,Lipstick,651,1.0
3350,2023-11-25,,Clothing,Jeans,3880,4.0
2381,2024-01-22,Customer_397,Toys,RC Car,"2,500",2.0
1641,"Apr 02, 2024",,Beauty,Perfume,5090,5.0
2618,"Jun 20, 2023",Customer_41,Sports,Tennis Racket,2290,5.0
2812,2024-10-25,Customer_108,Beauty,Shampoo,5700,5.0
3370,"Jun 16, 2023",Customer_236,Sports,Football,730,1.0
3107,"Nov 15, 2024",Customer_210,Books,Cookbook,,1.0
1376,10/10/2024,Customer_193,Beauty,Face Cream,696,4.0
2566,12/03/2024,Customer_105,Electronics,Headphones,3567,3.0
1585,2024-01-05,Customer_343,Groceries,Rice,2160,2.0
3087,2023-09-09,Customer_267,Clothing,Cap,"₹3,708",3.0
1891,2023-07-20,Customer_270,Groceries,Beverages,1178,2.0
1929,2024-02-14,Customer_304,Beauty,Sunscreen,4014,3.0
1415,2024-06-16,Customer_48,Clothing,Jacket,494,
2223,19/10/2024,Customer_194,Furniture,Sofa,5436,4.0
2432,14/01/2023,Customer_254,Furniture,Chair,455,1.0
2861,2024-11-27,Customer_343,Groceries,Beverages,2655,3.0
1116,15/09/2024,Customer_63,Books,Cookbook,1310,1.0
2855,2023-01-29,Customer_379,Clothing,Jacket,,1.0
3091,2023-03-25,Customer_291,Toys,Board Game,1896,3.0
1702,2024-12-15,Customer_205,Beauty,Lipstick,"₹4,545",5.0
3218,2023-08-08,Customer_189,Toys,Puzzle,4510,5.0
2562,2024-09-22,Customer_266,Groceries,Snacks,3591,3.0
1001,2023-08-17,Customer_380,Furniture,Chair,"₹1,563",3.0
1038,14/04/2024,Customer_162,Beauty,Face Cream,39,1.0
1195,2024-01-06,Customer_48,Clothing,Cap,4244,4.0
1242,2024-08-13,Customer_42,Electronics,Phone,"1,333",1.0
1215,13/12/2023,Customer_23,Sports,,"3,414",3.0
1396,2024-06-02,Customer_21,Beauty,Shampoo,835,1.0
2768,2023-10-28,Customer_306,Electronics,Phone,2746,2.0
2610,2023-10-09,Customer_322,Groceries,Spices,414,1.0
2660,2024-05-07,Customer_160,Clothing,Jacket,5608,4.0
2274,2023-05-01,Customer_348,Furniture,Sofa,2248,2.0
2517,13/05/2023,Customer_336,Sports,Tennis Racket,1236,2.0
1329,2024-05-17,Customer_16,Toys,Action Figure,2826,3.0
3217,2023-11-01,Customer_293,Clothing,Cap,"2,562",3.0
2786,2024-12-30,Customer_57,Groceries,Snacks,1147,1.0
1095,2024-01-05,Customer_100,Beauty,Lipstick,"₹1,455",3.0
3260,2024-04-29,Customer_319,Electronics,Smartwatch,1162,1.0
1859,25/06/2023,Customer_239,Clothing,T-shirt,,4.0
1526,2024-01-23,Customer_115,Electronics,Tablet,"6,685",5.0
3494,2023-05-21,Customer_141,Books,Novel,"5,656",4.0
3060,2023-06-06,Customer_284,Furniture,Bookshelf,"1,158",3.0
2498,04/01/2024,Customer_18,Furniture,Table,,2.0
1059,16/08/2024,Customer_147,Electronics,Headphones,1800,2.0
1569,04/08/2023,Customer_281,Toys,RC Car,644,1.0
1779,2024-09-10,Customer_88,Books,Cookbook,2199,3.0
1433,"Aug 21, 2024",Customer_242,Beauty,Lipstick,3760,5.0
2449,,Customer_305,Clothing,T-shirt,2970,3.0
1548,13/07/2024,Customer_325,Books,Comic,"3,675",3.0
1722,"Aug 01, 2024",Customer_395,Clothing,Shoes,2726,2.0
1254,"May 12, 2023",Customer_349,Beauty,Sunscreen,1315,5.0
3258,2023-07-14,Customer_317,Beauty,Sunscreen,756,2.0
1197,08/02/2023,Customer_260,Beauty,Lipstick,5490,5.0
1152,2023-08-01,Customer_106,Clothing,Cap,1155,1.0
2676,07/11/2023,Customer_99,Toys,Lego Set,2770,5.0
2091,07/11/2023,Customer_47,Sports,Cricket Bat,"6,500",5.0
2065,2024-02-01,Customer_320,Sports,Football,4290,5.0
2252,2024-12-05,Customer_276,Sports,Tennis Racket,2245,5.0
2029,2024-09-12,Customer_89,Books,Comic,680,2.0
2602,2023-06-20,Customer_83,Clothing,T-shirt,1340,5.0
3433,05/11/2024,Customer_55,Toys,Action Figure,4836,4.0
2808,"Aug 10, 2024",Customer_178,Toys,Lego Set,"₹3,852",4.0
3345,10/07/2024,Customer_112,Furniture,Bed,"₹2,938",2.0
2845,2024-09-29,Customer_77,Clothing,Cap,328,4.0
2523,2023-10-04,Customer_11,Books,Novel,356,4.0
1180,16/04/2024,Customer_167,Toys,Lego Set,2570,2.0
2919,2024-03-12,Customer_328,Toys,RC Car,1398,3.0
3310,2023-11-24,Customer_255,Toys,RC Car,570,2.0
1003,2023-08-14,Customer_102,Electronics,Tablet,4395,5.0
1841,2023-05-21,,Toys,Action Figure,5685,5.0
1640,27/10/2024,Customer_102,Sports,Tennis Racket,"5,995",5.0
1588,2024-06-12,Customer_129,Furniture,,1904,4.0
3422,23/01/2023,,Books,Comic,930,1.0
1260,2024-08-15,Customer_243,Electronics,Tablet,4086,3.0
1504,05/08/2023,Customer_117,Toys,Lego Set,576,2.0
1171,2024-01-21,Customer_383,Electronics,Phone,2300,5.0
1035,2024-09-01,Customer_42,Electronics,Tablet,320,2.0
1736,2023-04-03,Customer_303,Clothing,Shoes,1902,2.0
1872,2023-12-09,Customer_364,Furniture,Bed,₹606,2.0
3317,"Aug 09, 2024",Customer_114,Beauty,Face Cream,2276,2.0
1839,07/03/2023,Customer_313,Furniture,Bookshelf,"₹2,460",2.0
2378,"Jun 04, 2023",Customer_341,Clothing,Jacket,147,3.0
3261,2023-08-10,Customer_16,Books,Cookbook,1504,4.0
3053,2023-06-22,Customer_134,Beauty,Perfume,1372,4.0
3448,17/04/2024,Customer_278,Electronics,Tablet,₹840,1.0
2071,"Jan 25, 2023",Customer_224,Electronics,Headphones,1738,2.0
3457,2023-09-24,Customer_52,Toys,Puzzle,6030,5.0
3408,2024-10-03,Customer_52,Toys,Board Game,2088,
3446,,Customer_357,Electronics,Laptop,1740,3.0
1597,2023-08-24,Customer_306,Sports,Dumbbells,₹800,5.0
3318,29/06/2024,Customer_41,Clothing,Jacket,1206,3.0
1416,17/05/2023,Customer_298,Books,Novel,1055,1.0
1691,"Nov 04, 2023",Customer_70,Electronics,Tablet,99,3.0
3361,02/04/2024,,Books,Biography,389,1.0
1207,2024-04-25,Customer_242,Electronics,Headphones,"₹2,928",2.0
1986,"Sep 12, 2024",Customer_121,Electronics,Headphones,,4.0
2782,09/04/2024,Customer_208,Groceries,Beverages,1836,4.0
1518,"Oct 26, 2024",Customer_354,Beauty,Face Cream,"3,532",4.0
3432,2024-12-08,Customer_250,Groceries,Oil,"4,200",3.0
1373,2024-12-21,Customer_276,Beauty,Sunscreen,1364,2.0
3478,2024-10-29,Customer_157,Toys,Action Figure,,3.0
1271,05/12/2023,Customer_27,Groceries,Oil,₹866,1.0
1515,2023-04-29,Customer_347,Beauty,Perfume,2676,3.0
1485,2023-03-07,Customer_351,Beauty,Perfume,1006,1.0
2158,2024-08-05,Customer_338,Books,Cookbook,2900,2.0
1357,2024-12-22,,Books,Biography,116,4.0
3366,13/09/2024,Customer_390,Electronics,Headphones,5105,
3273,27/02/2023,Customer_34,Electronics,Phone,4400,4.0
3201,2024-08-22,Customer_166,Electronics,Phone,2648,2.0
2112,2023-05-31,Customer_299,Sports,Yoga Mat,1590,5.0
1201,17/04/2024,Customer_348,Groceries,Spices,4610,5.0
1440,18/01/2024,Customer_270,Clothing,T-shirt,504,3.0
2288,2024-12-18,Customer_144,Clothing,Jeans,559,1.0
2383,2024-02-25,Customer_333,Furniture,Bookshelf,,4.0
1493,2024-08-20,Customer_241,Books,Novel,1319,1.0
3012,2024-05-04,Customer_192,Books,Biography,2790,5.0
1072,"Sep 09, 2024",Customer_215,Beauty,Face Cream,5690,5.0
1673,2024-03-24,Customer_21,Clothing,Jacket,5868,4.0
1523,19/03/2024,Customer_268,Sports,Tennis Racket,"1,075",5.0
2037,2023-05-22,Customer_332,Furniture,Table,"2,115",3.0
2182,23/08/2023,Customer_213,Electronics,Tablet,204,3.0
2591,2024-03-11,Customer_311,Toys,Puzzle,"₹2,046",3.0
1704,28/11/2023,Customer_37,Groceries,Oil,2700,3.0
3200,2024-12-08,Customer_400,Electronics,Phone,1381,1.0
1241,2024-09-11,Customer_338,Clothing,Jeans,7475,5.0
2125,,Customer_99,Clothing,Jeans,3970,
2348,2023-03-21,Customer_139,Toys,Puzzle,233,1.0
1014,2023-05-22,Customer_205,Toys,RC Car,"₹1,407",3.0
1428,05/02/2023,Customer_144,Clothing,Jacket,1296,4.0
1341,2023-11-23,Customer_161,Groceries,Snacks,1670,2.0
3199,"Oct 10, 2023",Customer_236,Furniture,Sofa,2830,2.0
2825,2024-03-17,Customer_362,Toys,Action Figure,1677,3.0
3393,2024-04-07,Customer_255,Sports,Dumbbells,6650,5.0
2059,2024-01-14,Customer_210,Furniture,Bed,₹267,1.0
3337,2023-01-27,Customer_355,Furniture,Chair,2800,4.0
2873,09/09/2023,Customer_13,Sports,Dumbbells,648,4.0
2978,2023-10-01,Customer_369,Beauty,Perfume,1740,4.0
2887,2023-02-22,,Books,Textbook,4320,5.0
3203,2024-11-19,Customer_181,Electronics,Laptop,2388,3.0
1233,25/07/2023,Customer_261,Clothing,Jacket,536,
2677,09/08/2023,Customer_192,Groceries,Rice,4940,5.0
3216,2024-12-14,Customer_80,Beauty,Shampoo,309,1.0
1401,21/05/2023,Customer_62,Beauty,Shampoo,"1,469",1.0
3303,2024-12-09,Customer_222,Groceries,Beverages,7435,5.0
3088,"May 25, 2024",Customer_169,Books,Textbook,3175,5.0
2681,15/09/2024,Customer_314,Groceries,Rice,4434,3.0
3399,2024-08-29,Customer_230,Furniture,Sofa,323,1.0
1537,06/09/2024,Customer_54,Clothing,Jeans,5464,4.0
3046,08/07/2024,Customer_315,Clothing,Shoes,268,4.0
3287,2023-04-07,Customer_151,Clothing,Shoes,540,5.0
1142,2024-02-09,Customer_286,Groceries,Snacks,612,3.0
1205,2024-01-18,Customer_28,Electronics,Smartwatch,4192,4.0
1668,2024-08-21,Customer_8,Toys,Action Figure,1170,2.0
2770,,Customer_57,Clothing,Jacket,162,2.0
2470,"Mar 06, 2024",Customer_182,Sports,Dumbbells,3900,4.0
2390,"Oct 02, 2023",Customer_115,Electronics,Headphones,3000,5.0
1119,2023-05-29,Customer_125,Books,Cookbook,4592,4.0
1780,14/03/2023,Customer_167,Toys,Lego Set,6750,
1934,2024-07-07,Customer_134,Books,Biography,3615,5.0
3113,2024-10-08,Customer_214,Groceries,Oil,38,1.0
1878,"Mar 02, 2024",Customer_322,Groceries,Beverages,620,1.0
1451,14/06/2023,Customer_176,Furniture,Chair,1576,2.0
2139,21/12/2023,Customer_395,Beauty,Lipstick,1791,3.0
2950,2023-07-02,Customer_331,Electronics,Smartwatch,,3.0
1661,2024-01-16,Customer_216,Groceries,Spices,3120,3.0
2813,27/12/2023,Customer_256,Sports,Cricket Bat,,1.0
2040,2024-11-29,Customer_210,Toys,Board Game,"₹4,308",4.0
1864,14/12/2024,Customer_272,Electronics,Smartwatch,4004,4.0
1892,2024-05-17,Customer_263,Books,Novel,1672,4.0
2152,2023-07-31,Customer_381,Toys,Board Game,816,1.0
1735,2024-02-07,Customer_357,Clothing,Cap,1485,5.0
2495,"May 17, 2023",Customer_358,Sports,Football,3172,4.0
1636,2023-01-10,Customer_75,Toys,Puzzle,1976,2.0
1013,2024-07-28,Customer_136,Books,Comic,1050,
2261,2024-05-16,Customer_270,Furniture,Table,3675,
2521,2024-06-17,Customer_41,Books,Textbook,600,2.0
1716,22/12/2023,Customer_382,Books,Cookbook,114,2.0
2181,2023-12-03,Customer_372,Electronics,Laptop,4640,
3086,05/12/2023,Customer_296,Books,Textbook,,5.0
2546,2023-12-03,Customer_295,Beauty,Shampoo,1557,3.0
2671,2023-06-29,Customer_379,Electronics,Tablet,"₹2,116",4.0
2302,"Jun 20, 2024",Customer_35,Furniture,Bookshelf,3512,4.0
2514,2023-03-01,,Sports,Yoga Mat,"₹2,742",3.0
2901,"Sep 28, 2024",Customer_309,Furniture,Sofa,208,4.0
1583,2023-07-03,Customer_72,Clothing,Cap,1384,4.0
2662,19/02/2024,Customer_352,Furniture,Sofa,"₹1,363",1.0
2292,2024-05-05,Customer_114,Beauty,Shampoo,2676,3.0
1118,2023-10-26,Customer_61,Furniture,Bookshelf,2080,2.0
1377,2024-01-13,Customer_384,Toys,RC Car,4326,3.0
2762,2023-11-21,Customer_380,Furniture,Bookshelf,"3,765",5.0
1852,2024-04-09,Customer_129,Groceries,Snacks,3849,3.0
1052,2024-10-18,Customer_396,Beauty,Lipstick,2217,3.0
3500,2024-04-17,Customer_33,Electronics,Phone,"₹4,050",5.0
2814,03/04/2023,,Groceries,Spices,1498,1.0
1652,2023-09-24,Customer_158,Furniture,Bookshelf,"₹2,592",3.0
3367,2024-03-24,Customer_258,Books,Biography,"5,925",5.0
3382,13/08/2024,Customer_72,Toys,RC Car,111,3.0
1998,19/04/2023,Customer_202,Beauty,Lipstick,"3,687",3.0
2434,07/06/2023,Customer_363,Sports,Yoga Mat,"₹5,448",4.0
2455,2023-09-08,Customer_183,Groceries,Oil,332,4.0
1616,2024-06-14,Customer_208,Sports,Dumbbells,2150,5.0
2431,24/10/2024,Customer_286,Furniture,Sofa,"2,740",2.0
2666,2024-11-21,Customer_218,Furniture,Table,"₹4,025",5.0
1750,,Customer_374,Furniture,Bed,995,5.0
1191,23/02/2024,Customer_191,Clothing,Jacket,2439,3.0
1427,2024-11-30,Customer_255,Toys,Board Game,803,1.0
2423,02/11/2023,Customer_314,Sports,Dumbbells,825,1.0
1513,"Apr 14, 2023",Customer_47,Books,Comic,865,5.0
3474,2024-05-05,Customer_271,Electronics,Laptop,1464,3.0
3436,2023-06-06,Customer_34,Beauty,Shampoo,₹172,4.0
2781,2024-08-08,Customer_204,Groceries,Oil,129,3.0
1603,2024-02-23,Customer_146,Groceries,Rice,"₹5,665",5.0
3416,2023-09-12,Customer_246,Electronics,Smartwatch,"2,825",5.0
3183,26/06/2023,Customer_11,Furniture,Bed,"1,242",3.0
2728,2023-01-07,Customer_58,Beauty,Face Cream,2036,2.0
2165,2024-02-05,Customer_151,Furniture,Table,1114,1.0
2489,2024-05-10,Customer_202,Beauty,Perfume,1341,1.0
1100,2024-06-19,Customer_306,Toys,RC Car,2410,5.0
2114,"Oct 17, 2024",Customer_177,Electronics,Smartwatch,860,2.0
1745,2023-03-31,Customer_309,Electronics,Tablet,2094,3.0
3215,2023-07-12,Customer_100,Groceries,Beverages,"₹5,960",4.0
2894,2024-12-21,Customer_229,Sports,Tennis Racket,2852,4.0
1665,03/02/2024,Customer_341,Furniture,Bed,1976,2.0
2793,23/07/2024,Customer_39,Beauty,Lipstick,"4,410",3.0
1700,2023-08-16,Customer_295,Books,Biography,1020,5.0
3153,2024-03-16,Customer_281,Groceries,Snacks,282,2.0
1044,2023-09-26,Customer_171,Electronics,Phone,2648,2.0
1008,09/04/2024,Customer_52,Furniture,Table,2356,4.0
1227,2024-01-16,Customer_79,Electronics,Tablet,"₹3,116",4.0
1033,2023-03-01,Customer_98,Books,Comic,1395,3.0
1677,06/03/2023,Customer_123,Sports,Tennis Racket,4488,3.0
1758,"Apr 16, 2024",Customer_247,Electronics,Laptop,2608,2.0
2616,11/03/2024,Customer_71,Furniture,Chair,4600,5.0
1420,"Sep 29, 2023",Customer_232,Sports,Cricket Bat,"₹2,904",3.0
1737,05/04/2024,Customer_47,Clothing,T-shirt,"₹1,466",1.0
1143,26/01/2024,Customer_345,Books,Textbook,3651,3.0
2388,2024-04-10,Customer_216,Electronics,Headphones,₹952,2.0
2179,31/08/2023,Customer_389,Electronics,Tablet,652,1.0
3010,2024-11-11,Customer_34,Toys,Lego Set,558,1.0
1319,2023-09-04,Customer_50,Clothing,,1620,5.0
3498,2024-12-29,Customer_265,Groceries,Oil,605,5.0
1596,30/09/2024,Customer_74,Toys,RC Car,1960,5.0
2871,2024-04-18,Customer_129,Clothing,Jacket,1474,2.0
1988,2023-07-03,Customer_287,Sports,Cricket Bat,1208,1.0
2334,2024-03-07,Customer_43,Groceries,Snacks,7420,5.0
2395,"Jun 12, 2023",Customer_201,Furniture,Bed,"3,456",
2251,2023-11-17,Customer_296,Books,Comic,5772,4.0
2792,,Customer_200,Toys,Action Figure,"₹4,410",5.0
2087,2024-12-21,Customer_212,Electronics,Laptop,7230,5.0
2412,2023-09-17,Customer_86,Furniture,Bookshelf,1067,1.0
1659,2024-07-01,Customer_10,Groceries,Spices,242,2.0
1475,2024-12-27,Customer_82,Electronics,Tablet,,1.0
2184,2023-07-07,Customer_196,Groceries,Beverages,"₹3,390",5.0
2414,29/05/2023,Customer_111,Groceries,Rice,"₹2,343",3.0
2938,31/08/2023,Customer_118,Sports,Tennis Racket,"6,340",5.0
3114,2024-05-28,Customer_2,Sports,Yoga Mat,"₹1,008",1.0
2079,2023-05-26,Customer_43,Toys,Board Game,2180,5.0
1408,2023-05-03,,Sports,Yoga Mat,3915,5.0
1472,2023-11-15,Customer_11,Beauty,Perfume,1920,3.0
2089,"Dec 14, 2024",Customer_184,Toys,RC Car,"₹1,528",4.0
2816,2023-11-27,Customer_186,Sports,Dumbbells,730,2.0
3251,15/04/2023,Customer_371,Sports,Tennis Racket,129,1.0
3281,"Dec 20, 2023",Customer_367,Sports,Yoga Mat,868,2.0
